"","genes","logFC","logCPM","F","PValue","FDR"
"ENSG00000273576.1","ENSG00000273576.1",0.70826941032572,3.78292608838689,30.0461580938731,7.24400170906956e-08,2.71517021881651e-07
"ENSG00000136108.15","ENSG00000136108.15",0.849337204252776,3.11112666203251,30.045553707795,7.24611052146656e-08,2.71517021881651e-07
"ENSG00000100575.14","ENSG00000100575.14",0.505733895304744,4.91447725976607,30.040962282268,7.26215102683778e-08,2.72011899561618e-07
"ENSG00000134453.16","ENSG00000134453.16",0.378115857645418,4.43692734283894,30.0280423699947,7.30747980351925e-08,2.73602987963279e-07
"ENSG00000072080.11","ENSG00000072080.11",-1.49584614031902,7.87820698096963,30.0198196077669,7.33647709043031e-08,2.74581598706164e-07
"ENSG00000107551.21","ENSG00000107551.21",0.723796650795773,4.31966473529009,29.9867427363312,7.45429631546531e-08,2.78729991481299e-07
"ENSG00000115226.10","ENSG00000115226.10",-0.975202270348117,6.25378587401755,29.9866176574879,7.45474543957232e-08,2.78729991481299e-07
"ENSG00000141582.15","ENSG00000141582.15",0.607735070558334,5.09697718236546,29.9862607151718,7.45602727212476e-08,2.78729991481299e-07
"ENSG00000167272.11","ENSG00000167272.11",0.516760640014271,4.92347732165251,29.9634260099486,7.53849283021879e-08,2.81703118606852e-07
"ENSG00000083845.9","ENSG00000083845.9",0.758395585997245,8.49057926662594,29.9604720431432,7.5492276767988e-08,2.81994496876531e-07
"ENSG00000140463.14","ENSG00000140463.14",0.527199617163884,3.34210859565939,32.9055659339784,7.56570521626525e-08,2.82500078086917e-07
"ENSG00000168397.17","ENSG00000168397.17",0.416025677357183,4.20715996396656,29.9394785027009,7.62596369360054e-08,2.84639391363006e-07
"ENSG00000131584.19","ENSG00000131584.19",0.613676064224651,3.39897354776802,29.9301512236553,7.6603083919656e-08,2.8581018485375e-07
"ENSG00000156261.13","ENSG00000156261.13",0.365314709795108,6.29810245623284,29.8881670214753,7.81683966507395e-08,2.91537143685742e-07
"ENSG00000172482.5","ENSG00000172482.5",-1.12106395914396,9.83327897206703,29.8822366837801,7.83920797804408e-08,2.92257850831935e-07
"ENSG00000198663.17","ENSG00000198663.17",0.385054450900123,5.28563944110293,29.8773026298565,7.85786755793235e-08,2.92839784767665e-07
"ENSG00000134590.14","ENSG00000134590.14",0.865123310258441,6.79982347086191,29.8683074964889,7.89200043022628e-08,2.93997687738348e-07
"ENSG00000139631.19","ENSG00000139631.19",-0.781279880266879,4.08586850828293,29.8639890373779,7.90844020970372e-08,2.9449583403086e-07
"ENSG00000091583.11","ENSG00000091583.11",-0.972911344778138,13.18226653051,29.8572535175371,7.93415024423741e-08,2.95338667486154e-07
"ENSG00000117419.16","ENSG00000117419.16",0.4460437712541,5.42250201732907,29.8413364458089,7.99524184906746e-08,2.97417571667332e-07
"ENSG00000176170.14","ENSG00000176170.14",2.19325182131591,3.83437360819071,29.8410889910061,7.99619533826441e-08,2.97417571667332e-07
"ENSG00000141098.13","ENSG00000141098.13",-0.51489987284309,3.470014783922,29.8356598157898,8.01714378396832e-08,2.98081256104167e-07
"ENSG00000166012.17","ENSG00000166012.17",0.648907068740934,3.46275716465716,29.8341543499001,8.02296239330361e-08,2.98182109855651e-07
"ENSG00000166171.13","ENSG00000166171.13",0.780592784702119,3.6295397078224,29.8233102674132,8.06500043005297e-08,2.99628498949336e-07
"ENSG00000106244.13","ENSG00000106244.13",0.374219220478819,6.34445970604582,29.8182669736712,8.0846266660539e-08,3.00241454522698e-07
"ENSG00000004399.13","ENSG00000004399.13",0.721108209369989,4.59480671137974,29.7929717713779,8.1837919006216e-08,3.03806659883865e-07
"ENSG00000100376.12","ENSG00000100376.12",0.898252783793525,2.91850027081708,29.7918186067125,8.18834174050039e-08,3.03815214580622e-07
"ENSG00000175216.15","ENSG00000175216.15",0.43694203638642,4.44086974852775,29.7913093524157,8.19035182640259e-08,3.03815214580622e-07
"ENSG00000168090.10","ENSG00000168090.10",0.467199343547817,6.47351764590046,29.7815121736644,8.22911926772542e-08,3.05135361028057e-07
"ENSG00000109881.17","ENSG00000109881.17",0.934452556958984,3.52206561234841,29.7488378515474,8.35975182117704e-08,3.09832893925929e-07
"ENSG00000060339.14","ENSG00000060339.14",0.424658324759638,4.18661220403512,29.7482153606774,8.36226071002169e-08,3.09832893925929e-07
"ENSG00000150961.15","ENSG00000150961.15",-0.617851004319986,3.95145767263295,29.7467717539358,8.36808194372804e-08,3.09928960878816e-07
"ENSG00000162222.14","ENSG00000162222.14",0.416995746065912,3.73758591255736,46.1661994434185,8.4409609796852e-08,3.12507618222051e-07
"ENSG00000172828.13","ENSG00000172828.13",-1.04343740975524,4.52253756947775,29.7175449792312,8.48681791801671e-08,3.1408424060509e-07
"ENSG00000138028.16","ENSG00000138028.16",1.55608841942727,4.01710859575728,29.7092640397641,8.52076715021875e-08,3.15219131568786e-07
"ENSG00000133422.14","ENSG00000133422.14",0.507852416959661,3.32211863675963,42.3048400696042,8.5285272209156e-08,3.15384673808897e-07
"ENSG00000228253.1","ENSG00000228253.1",-0.946925900583455,11.8170850534527,29.7058083213845,8.53497489737574e-08,3.15501574951125e-07
"ENSG00000168386.18","ENSG00000168386.18",-0.839092032530076,3.07397622750246,29.7035559391265,8.54424811508691e-08,3.15722794090971e-07
"ENSG00000151135.10","ENSG00000151135.10",-0.450056071898147,4.65396344483963,29.6833195331255,8.62801905078885e-08,3.18695586331562e-07
"ENSG00000168591.16","ENSG00000168591.16",0.375465204274955,4.71528809630344,29.6702418888309,8.68259474963268e-08,3.20588113832591e-07
"ENSG00000116001.17","ENSG00000116001.17",0.589625581678606,3.94093143782584,29.6579058782693,8.73439391986873e-08,3.22376707538407e-07
"ENSG00000116586.12","ENSG00000116586.12",0.672205911047201,7.41189967218424,29.6439496790587,8.79337143748018e-08,3.24428769407416e-07
"ENSG00000270372.1","ENSG00000270372.1",3.24287158476266,3.61952650896292,29.6409141889763,8.80625210170657e-08,3.24779178549301e-07
"ENSG00000047579.20","ENSG00000047579.20",0.668563168455631,3.51275377278796,29.616444953894,8.91077981356428e-08,3.28508011559973e-07
"ENSG00000076650.7","ENSG00000076650.7",0.612100414788785,2.94439438384082,59.9736642263923,8.98242173239836e-08,3.31022067681475e-07
"ENSG00000196715.7","ENSG00000196715.7",-0.35934268876114,4.41022155091855,29.5906982426221,9.02211343502183e-08,3.32357210192669e-07
"ENSG00000189233.12","ENSG00000189233.12",-1.1131133669643,3.78153359263976,29.589389785417,9.02780869188298e-08,3.32439445500869e-07
"ENSG00000169188.5","ENSG00000169188.5",0.415092420784902,4.5632386559956,29.5767901025073,9.08283625471797e-08,3.34337530848514e-07
"ENSG00000163362.11","ENSG00000163362.11",2.14635462891656,2.46430285164727,29.5710228684615,9.1081364568798e-08,3.35140321908954e-07
"ENSG00000025156.13","ENSG00000025156.13",0.576056242795661,3.08796973059291,29.5571692298321,9.16920105494929e-08,3.37244247748532e-07
"ENSG00000273619.1","ENSG00000273619.1",1.07108341555659,3.17264273668382,29.5564593997174,9.17234094657726e-08,3.37244247748532e-07
"ENSG00000198515.16","ENSG00000198515.16",-1.14903409080589,3.61946898336513,29.5550197227922,9.17871259659347e-08,3.37349314423037e-07
"ENSG00000071462.12","ENSG00000071462.12",0.434343155295313,4.57991353616355,29.5425932625776,9.23389452708558e-08,3.39247560122547e-07
"ENSG00000100982.12","ENSG00000100982.12",0.308927238113307,4.72520078714584,29.5417479721791,9.23766029914627e-08,3.39256078316007e-07
"ENSG00000272333.7","ENSG00000272333.7",0.687068236690952,3.72442419867383,29.5260158884027,9.30802960542214e-08,3.41586289444689e-07
"ENSG00000168887.11","ENSG00000168887.11",0.434665606869458,3.99443979112753,29.5259720630028,9.30822638736778e-08,3.41586289444689e-07
"ENSG00000170516.17","ENSG00000170516.17",3.04797262953384,4.24073803625832,29.5044652410611,9.40530195804631e-08,3.4501680854889e-07
"ENSG00000039650.12","ENSG00000039650.12",0.490723344324071,4.10015485284847,29.4961163332636,9.44326053293093e-08,3.46276933216719e-07
"ENSG00000088970.16","ENSG00000088970.16",0.768174177028822,3.16887231746251,29.4948744695395,9.44891986577742e-08,3.46352160028496e-07
"ENSG00000092199.18","ENSG00000092199.18",0.251469740574508,6.54280020735991,29.4864469085596,9.48741564928579e-08,3.47630497073067e-07
"ENSG00000155324.10","ENSG00000155324.10",-0.488278487280703,3.15494768783088,36.5590177041346,9.50257950814718e-08,3.48053274621186e-07
"ENSG00000132432.14","ENSG00000132432.14",0.667475940517356,6.38080048738348,29.4584735002531,9.61632915567607e-08,3.52085278011023e-07
"ENSG00000181045.15","ENSG00000181045.15",0.529647367016057,3.46320913835102,29.4329814829062,9.73534242057831e-08,3.56237438407644e-07
"ENSG00000112514.18","ENSG00000112514.18",0.624746397176108,8.08438233644407,29.4325953165956,9.73715664980893e-08,3.56237438407644e-07
"ENSG00000166165.13","ENSG00000166165.13",1.94462051315352,6.07874848694228,29.4200354411992,9.79634950172045e-08,3.58215985939799e-07
"ENSG00000183747.12","ENSG00000183747.12",-1.11933006244392,6.26562584717463,29.4195383235304,9.7986997820616e-08,3.58215985939799e-07
"ENSG00000174238.15","ENSG00000174238.15",-0.430350443618422,4.73110467306899,29.4136503363693,9.82658030806538e-08,3.59098480995157e-07
"ENSG00000169902.15","ENSG00000169902.15",-0.730616210436035,4.56792992818297,29.4070233629191,9.85805557781859e-08,3.60111619281044e-07
"ENSG00000080824.19","ENSG00000080824.19",0.499600310265014,8.57590694830926,29.3984776023744,9.89879412489358e-08,3.61462242673938e-07
"ENSG00000047410.14","ENSG00000047410.14",0.595694875276074,4.16864622596344,29.3931829378659,9.92411933343408e-08,3.62249222817366e-07
"ENSG00000131791.8","ENSG00000131791.8",0.712545401326887,5.25526397506303,29.3885788912792,9.9461942185543e-08,3.62917006834365e-07
"ENSG00000105372.8","ENSG00000105372.8",0.880744402738159,9.17420014613646,29.3751744998229,1.001074570275e-07,3.65133581863221e-07
"ENSG00000177707.11","ENSG00000177707.11",-0.73546506642892,3.13381402649183,29.3668053338991,1.00512627510945e-07,3.66472170188026e-07
"ENSG00000181218.5","ENSG00000181218.5",2.50479338246663,3.17153828898866,29.3636919773965,1.00663773134736e-07,3.66883911197217e-07
"ENSG00000158109.15","ENSG00000158109.15",-0.542920275736799,6.62442785169479,29.3565402068281,1.01011840596811e-07,3.68012777885915e-07
"ENSG00000253368.4","ENSG00000253368.4",1.86022560424759,4.87228572136061,29.3517655926779,1.01244889060998e-07,3.68663903315424e-07
"ENSG00000196419.13","ENSG00000196419.13",0.353285955486953,7.42543237419468,29.3513056794215,1.01267365941956e-07,3.68663903315424e-07
"ENSG00000089820.16","ENSG00000089820.16",1.10023318531257,3.80559232306972,29.3395403366894,1.0184407277416e-07,3.70622857707328e-07
"ENSG00000287750.1","ENSG00000287750.1",1.71083060326601,2.92492900014823,29.3372183864281,1.01958278831283e-07,3.70897869185418e-07
"ENSG00000114779.19","ENSG00000114779.19",-0.613165853875526,6.88729547537996,29.3361402444871,1.02011351494514e-07,3.70950369070961e-07
"ENSG00000186529.16","ENSG00000186529.16",-0.866257682173934,6.675269352977,29.3298414147178,1.0232197427686e-07,3.71939020468707e-07
"ENSG00000113456.19","ENSG00000113456.19",0.55662404969061,3.03649770036068,47.4164516663561,1.02987554189111e-07,3.74176700639574e-07
"ENSG00000078070.13","ENSG00000078070.13",-0.580822224463081,4.6898270514925,29.3158467777587,1.03015522894833e-07,3.74176700639574e-07
"ENSG00000128829.12","ENSG00000128829.12",-0.426515199288589,3.60656642307157,29.3041927405859,1.03596685571047e-07,3.76065964195675e-07
"ENSG00000144909.8","ENSG00000144909.8",-0.591198868465808,3.82247590116853,29.3038463884412,1.03614007843496e-07,3.76065964195675e-07
"ENSG00000112149.10","ENSG00000112149.10",-0.728960407277475,3.23151835765707,29.2928236576858,1.04166818448778e-07,3.77929500040919e-07
"ENSG00000140740.11","ENSG00000140740.11",-0.456903855438318,6.46674529494226,29.2862912851479,1.04495829301358e-07,3.78847032576483e-07
"ENSG00000184260.6","ENSG00000184260.6",1.11837286684556,2.83658526274244,29.2862355727284,1.04498639819013e-07,3.78847032576483e-07
"ENSG00000132004.13","ENSG00000132004.13",0.584892262532645,2.89168611183644,31.3885571700328,1.04922960320475e-07,3.80241758805797e-07
"ENSG00000177888.8","ENSG00000177888.8",0.783468042104631,3.02201193021278,29.271880835202,1.05225333056834e-07,3.811936593757e-07
"ENSG00000149541.10","ENSG00000149541.10",0.585731037641626,5.83616256521374,29.2676065074123,1.0544269764131e-07,3.81837003906666e-07
"ENSG00000107807.13","ENSG00000107807.13",1.69009536320102,2.40154958147306,29.2524463058102,1.06217298222915e-07,3.84497007141774e-07
"ENSG00000008256.16","ENSG00000008256.16",0.772537005959265,2.82027042190324,29.2425024118213,1.06728483286267e-07,3.8620182417948e-07
"ENSG00000258793.1","ENSG00000258793.1",2.04552188979364,2.6149933172635,29.2393411788241,1.06891510799136e-07,3.86646007412095e-07
"ENSG00000143756.12","ENSG00000143756.12",-0.392086621401085,3.83452416151788,29.4496936561515,1.08161900248335e-07,3.91093876604149e-07
"ENSG00000203778.8","ENSG00000203778.8",-0.830147301713663,2.90524630556247,29.1841513321936,1.09778434899688e-07,3.9678952373381e-07
"ENSG00000114270.17","ENSG00000114270.17",2.50618636925226,2.75149021589028,29.1618382648552,1.10967773519414e-07,4.00937382682112e-07
"ENSG00000138801.9","ENSG00000138801.9",0.588918281438933,4.035973588986,29.1583093434198,1.11157057648936e-07,4.01470185639496e-07
"ENSG00000076351.13","ENSG00000076351.13",0.668977429820592,3.19207386877757,29.1535143009632,1.11414774890546e-07,4.02249657370907e-07
"ENSG00000116871.15","ENSG00000116871.15",0.590441767991056,4.33705832136403,29.1341561088509,1.12461342405776e-07,4.05875521464455e-07
"ENSG00000107338.10","ENSG00000107338.10",-0.628270738579477,3.48560016531966,29.1310116332864,1.12632274993649e-07,4.06339661758371e-07
"ENSG00000022277.13","ENSG00000022277.13",0.319650501889053,5.22932502997502,29.1250860460081,1.12955098956962e-07,4.07351220881605e-07
"ENSG00000077232.18","ENSG00000077232.18",0.595673457742192,2.95580137282802,29.1168855902739,1.13403394007113e-07,4.08814338140549e-07
"ENSG00000148334.16","ENSG00000148334.16",0.615201767794948,4.58079381196055,29.0908789479432,1.14836982977053e-07,4.1381038906516e-07
"ENSG00000166822.13","ENSG00000166822.13",-0.484713009444343,3.05532080515672,43.9689183108063,1.14875488214443e-07,4.1381038906516e-07
"ENSG00000080573.7","ENSG00000080573.7",1.37524254888232,4.56243730622719,29.0701657115317,1.15991819621557e-07,4.17674969379949e-07
"ENSG00000014914.21","ENSG00000014914.21",1.34671050414614,3.20686663785284,29.0200719405413,1.18833287466065e-07,4.27746366582013e-07
"ENSG00000069011.16","ENSG00000069011.16",2.39038056370988,2.58742057783864,29.0163078624513,1.19049606659201e-07,4.28364401772239e-07
"ENSG00000159199.14","ENSG00000159199.14",0.702390754146336,6.87786382447848,29.0116210257618,1.19319510378263e-07,4.29174709490944e-07
"ENSG00000153904.21","ENSG00000153904.21",-0.671156843222025,5.94222097540089,29.0102699047008,1.19397432534348e-07,4.2929413944934e-07
"ENSG00000162961.14","ENSG00000162961.14",0.400638939193231,5.07822239454192,28.989815198404,1.20583378634665e-07,4.33395894755817e-07
"ENSG00000105618.14","ENSG00000105618.14",0.623204135318461,5.40567630793436,28.9729739931619,1.21568713420298e-07,4.36773820671728e-07
"ENSG00000135596.18","ENSG00000135596.18",1.09129372163389,2.9789327311002,28.9544317211419,1.2266295092811e-07,4.40540340033618e-07
"ENSG00000198363.18","ENSG00000198363.18",1.0544076338743,4.68528445703216,28.9402129904149,1.23508755022021e-07,4.43412134708826e-07
"ENSG00000188290.11","ENSG00000188290.11",1.25636223971682,3.40252486372853,28.8987122689148,1.26011161574679e-07,4.52226972380158e-07
"ENSG00000115425.14","ENSG00000115425.14",-0.687406082475641,6.52465020130501,28.8884435419936,1.26638182076953e-07,4.54307379648263e-07
"ENSG00000187109.15","ENSG00000187109.15",0.621305956437781,4.86362560992825,28.8866702918922,1.26746776393376e-07,4.54527102493989e-07
"ENSG00000109758.9","ENSG00000109758.9",-1.65592047083242,6.72202872350185,28.8762360858832,1.27387671394441e-07,4.5665483397559e-07
"ENSG00000126464.14","ENSG00000126464.14",0.648034627743185,3.10464317124695,28.8294473881082,1.3030190461979e-07,4.6692731778648e-07
"ENSG00000083223.18","ENSG00000083223.18",-0.632678769416859,4.09733600842494,28.8217608642087,1.30787038063753e-07,4.68490882616429e-07
"ENSG00000108312.15","ENSG00000108312.15",0.285251668343142,5.1698930403939,28.8065889582224,1.31749953186803e-07,4.71764099438013e-07
"ENSG00000164283.13","ENSG00000164283.13",1.52245942919657,3.61664040912359,28.8044495891003,1.31886305432027e-07,4.72076261054236e-07
"ENSG00000080819.9","ENSG00000080819.9",-0.4509131528959,4.06294688136866,28.7837842270303,1.33210743921416e-07,4.76639262633467e-07
"ENSG00000065361.16","ENSG00000065361.16",0.646673992850887,6.01323977108034,28.7641369889729,1.34482346007413e-07,4.81009881397602e-07
"ENSG00000116005.12","ENSG00000116005.12",-0.547601806574224,6.09941926446239,28.7631673060195,1.34545420996832e-07,4.81056253843422e-07
"ENSG00000241685.10","ENSG00000241685.10",0.751219942047893,4.99810418196984,28.7613971710805,1.34660639819771e-07,4.81288958402756e-07
"ENSG00000197180.2","ENSG00000197180.2",0.881050626232641,4.70161125914226,28.7518806719982,1.35281777344736e-07,4.83329014703932e-07
"ENSG00000139567.13","ENSG00000139567.13",0.702916614104835,3.14522669855261,28.7375033456659,1.36225653686065e-07,4.86520191735947e-07
"ENSG00000176087.15","ENSG00000176087.15",0.332584043829568,5.83221020869786,28.7342132848322,1.36442577787675e-07,4.87113702774889e-07
"ENSG00000203747.12","ENSG00000203747.12",-1.00617600661093,5.15943044235921,28.7106274160897,1.38007884616975e-07,4.92518844729725e-07
"ENSG00000125971.17","ENSG00000125971.17",1.1135553764441,3.62529848643883,28.7090368522012,1.38114092839228e-07,4.92714712469932e-07
"ENSG00000124491.16","ENSG00000124491.16",1.85220109172057,3.06956707385434,28.7062149440401,1.38302725306931e-07,4.9320436959381e-07
"ENSG00000164266.11","ENSG00000164266.11",3.00692643799575,9.33377000566128,28.704336331317,1.38428446297906e-07,4.93308828914074e-07
"ENSG00000055044.11","ENSG00000055044.11",0.459959679844974,4.84308725550518,28.7042415830184,1.38434790114012e-07,4.93308828914074e-07
"ENSG00000132823.11","ENSG00000132823.11",0.384077204246024,5.2196838352947,28.6988086920902,1.38799036055582e-07,4.94387869713889e-07
"ENSG00000149657.20","ENSG00000149657.20",0.489530336872784,4.79157143392673,28.6981897579702,1.38840593411317e-07,4.94387869713889e-07
"ENSG00000164751.15","ENSG00000164751.15",0.427302797358912,4.40655900648031,28.6934820528298,1.39157095099419e-07,4.95331150520735e-07
"ENSG00000164692.18","ENSG00000164692.18",1.5469107575233,6.00875934353851,28.6850673386025,1.39724631672395e-07,4.97166962214601e-07
"ENSG00000179913.11","ENSG00000179913.11",2.03037421562104,4.09393632851806,28.6637798170457,1.41170810184687e-07,5.02126631260836e-07
"ENSG00000181404.17","ENSG00000181404.17",0.721718869100779,2.88006664476168,28.6541284821238,1.41831434006838e-07,5.04289543135424e-07
"ENSG00000204599.14","ENSG00000204599.14",0.595303488832197,3.09947655558095,46.0095147613368,1.42045549823523e-07,5.04863857203192e-07
"ENSG00000113369.9","ENSG00000113369.9",-0.726865395136611,5.12423698080339,28.6490848698283,1.42177901270859e-07,5.05147243597427e-07
"ENSG00000081913.14","ENSG00000081913.14",-0.58157038596264,3.60231896962523,28.6442325972182,1.4251202874483e-07,5.06147049926143e-07
"ENSG00000137312.15","ENSG00000137312.15",0.48235971327852,7.09280778164316,28.6421092020365,1.42658494275279e-07,5.06479861332352e-07
"ENSG00000154864.13","ENSG00000154864.13",0.986454871979373,2.7227536653962,28.6293517397192,1.43541662192125e-07,5.09426971180924e-07
"ENSG00000166130.15","ENSG00000166130.15",0.634384687802637,3.41590319286807,28.627460173436,1.43673078448809e-07,5.09704934629922e-07
"ENSG00000115520.8","ENSG00000115520.8",-0.382807975492164,4.97639233922636,28.6039690341588,1.45315249713245e-07,5.15340375783948e-07
"ENSG00000185340.15","ENSG00000185340.15",0.557382469082877,3.87758081820472,28.5957982697842,1.45890853546425e-07,5.1719061818526e-07
"ENSG00000262919.8","ENSG00000262919.8",0.572660314095442,4.67980744734911,28.5909478899996,1.46233632210099e-07,5.18214422006996e-07
"ENSG00000242372.9","ENSG00000242372.9",0.506108817441604,7.10353931867898,28.5900880019242,1.4629448546918e-07,5.18238767713701e-07
"ENSG00000100985.7","ENSG00000100985.7",2.01681041158279,4.00436200768104,28.5833670589117,1.46770997817181e-07,5.1973499780337e-07
"ENSG00000204463.13","ENSG00000204463.13",0.36798630846211,6.73514214491334,28.5699274877944,1.47728549899307e-07,5.22932919997547e-07
"ENSG00000196151.11","ENSG00000196151.11",0.522370572315638,3.38475839898756,28.5219884394075,1.51195665218285e-07,5.35008620013097e-07
"ENSG00000038210.14","ENSG00000038210.14",-0.546117827918025,5.0701757160966,28.5060724325042,1.52364786474445e-07,5.38946923417345e-07
"ENSG00000162910.19","ENSG00000162910.19",0.709669669454279,6.56716633161467,28.4946884626515,1.53206582754619e-07,5.41724933496996e-07
"ENSG00000251685.3","ENSG00000251685.3",-1.18116123477242,3.19702253850244,28.4740183106228,1.54747040358006e-07,5.4697039301799e-07
"ENSG00000171928.14","ENSG00000171928.14",-0.493075612114906,3.03232352623624,28.9952768245665,1.59147605709962e-07,5.62317635191621e-07
"ENSG00000100246.13","ENSG00000100246.13",0.512272901251384,3.6269767051694,28.3914194460009,1.61060037532477e-07,5.68865474728396e-07
"ENSG00000006611.17","ENSG00000006611.17",2.79705968261783,3.27725481096908,28.375335704401,1.62319149696714e-07,5.73101815773615e-07
"ENSG00000145388.15","ENSG00000145388.15",-0.426783648267335,3.2001498846395,34.969466659019,1.62719855978576e-07,5.74305374042031e-07
"ENSG00000154832.15","ENSG00000154832.15",0.414170591039772,4.46315615940619,28.3647126574672,1.63156202115299e-07,5.75633789160922e-07
"ENSG00000250056.8","ENSG00000250056.8",-1.40955956281813,4.40893955564831,28.3472490548773,1.64541717252542e-07,5.80122531172786e-07
"ENSG00000105643.10","ENSG00000105643.10",1.07384724300753,4.91708474723285,28.3471533998712,1.64549338789948e-07,5.80122531172786e-07
"ENSG00000137478.15","ENSG00000137478.15",-0.432431283991519,3.47134253763665,28.5160899269263,1.65350219404011e-07,5.82732050763035e-07
"ENSG00000167085.13","ENSG00000167085.13",0.419547850408529,5.23605737826511,28.3279498249128,1.6608664925152e-07,5.85112599198017e-07
"ENSG00000182578.14","ENSG00000182578.14",-0.872853920608415,4.15440942366143,28.3127111711067,1.6731683795483e-07,5.89230243714737e-07
"ENSG00000116212.15","ENSG00000116212.15",0.531601219825956,5.20995524018199,28.3067797960189,1.67798143580269e-07,5.90708536256173e-07
"ENSG00000143543.15","ENSG00000143543.15",0.877352563765719,4.98816313652551,28.2964941368103,1.68636087467923e-07,5.9344077701322e-07
"ENSG00000113810.16","ENSG00000113810.16",1.08801324520871,2.87997562603132,28.2821651404622,1.69810457975821e-07,5.97354487566097e-07
"ENSG00000107159.13","ENSG00000107159.13",3.3425457859394,4.70731867682677,28.2746463183706,1.70429972941351e-07,5.99314190562994e-07
"ENSG00000113108.19","ENSG00000113108.19",0.720506677917891,3.75967177244401,28.2674217067838,1.71027389944694e-07,6.01157245598581e-07
"ENSG00000182973.19","ENSG00000182973.19",0.429834109273139,3.71711622807522,32.841246598936,1.7107933280993e-07,6.01157245598581e-07
"ENSG00000134825.16","ENSG00000134825.16",0.571135373863695,5.31136687620033,28.2578689954099,1.71820560178564e-07,6.03540935863233e-07
"ENSG00000125637.16","ENSG00000125637.16",-0.505814332532666,3.93524423901487,28.255211362766,1.72041883556148e-07,6.0409732338662e-07
"ENSG00000136826.15","ENSG00000136826.15",-0.99277364126961,3.47128142456042,28.2233512179609,1.74717597522917e-07,6.13268349623401e-07
"ENSG00000124523.16","ENSG00000124523.16",-0.508844247746253,3.93426404711019,28.2218346845081,1.7484600022023e-07,6.13494737614844e-07
"ENSG00000149476.16","ENSG00000149476.16",-0.970120371305176,5.81090060336285,28.2082476815581,1.76000639021129e-07,6.1732047300067e-07
"ENSG00000084754.12","ENSG00000084754.12",-0.371910171947083,7.59669971598751,28.2071146473849,1.76097271618455e-07,6.17433823059592e-07
"ENSG00000116785.14","ENSG00000116785.14",-1.50201310872643,6.78223293164861,28.2046016062466,1.76311790940775e-07,6.17960274929331e-07
"ENSG00000134758.14","ENSG00000134758.14",-0.455546166410272,3.47646109652471,30.4394941882631,1.76872164357682e-07,6.19698094099909e-07
"ENSG00000160710.17","ENSG00000160710.17",0.432519246827364,6.25635643120952,28.1950772052294,1.77127207915653e-07,6.20365266687438e-07
"ENSG00000109103.12","ENSG00000109103.12",0.725223150761549,3.60267547540522,28.1877672393581,1.77755613799621e-07,6.22339129276574e-07
"ENSG00000197045.13","ENSG00000197045.13",0.453451153554777,3.93817780631043,28.1737692373029,1.7896523232755e-07,6.26345690975022e-07
"ENSG00000075945.13","ENSG00000075945.13",0.517664436691196,4.00264024106217,28.1686526554437,1.79409440136006e-07,6.27671510679904e-07
"ENSG00000105397.14","ENSG00000105397.14",0.357003168263141,4.75595744226196,28.1633570984782,1.79870355088832e-07,6.29054793753294e-07
"ENSG00000187630.17","ENSG00000187630.17",-0.720972003483962,4.91023029828474,28.1219857028727,1.83512523001518e-07,6.4155871114879e-07
"ENSG00000099812.9","ENSG00000099812.9",3.29548069598902,3.26444360044089,28.1187148794876,1.83803620679836e-07,6.42342467610639e-07
"ENSG00000159593.15","ENSG00000159593.15",0.369247831680672,3.98184095710528,29.4661154204481,1.84721116409085e-07,6.45313943787195e-07
"ENSG00000175287.19","ENSG00000175287.19",-1.14876958291731,4.16004818010382,28.0972907444448,1.85721861536582e-07,6.48573979902215e-07
"ENSG00000187147.18","ENSG00000187147.18",0.499923092579778,3.438897874819,41.4590470159005,1.86085188167491e-07,6.49288563075658e-07
"ENSG00000099219.14","ENSG00000099219.14",0.710321284694987,3.82615210412848,28.0931266842822,1.86097029646603e-07,6.49288563075658e-07
"ENSG00000170890.14","ENSG00000170890.14",2.07117369952419,3.13624689200852,28.0927679280343,1.86129388081689e-07,6.49288563075658e-07
"ENSG00000172493.22","ENSG00000172493.22",-0.555211904728555,3.68975929947427,28.090882072768,1.86299578156184e-07,6.49646186087674e-07
"ENSG00000198435.4","ENSG00000198435.4",1.02897999771568,2.9654153848979,28.0803111969868,1.87256457372127e-07,6.52745820905018e-07
"ENSG00000133119.13","ENSG00000133119.13",0.749827274464228,3.28836566295186,28.0777085697487,1.87492806200865e-07,6.53332464438586e-07
"ENSG00000126457.22","ENSG00000126457.22",0.559469733053405,5.17603034736763,28.0289057463196,1.91980711241684e-07,6.68728166879596e-07
"ENSG00000143753.13","ENSG00000143753.13",0.562160907565387,5.55542539126533,28.0259672321354,1.92254363603699e-07,6.69438480448135e-07
"ENSG00000185909.15","ENSG00000185909.15",0.744138140506334,4.75519683691944,28.0200642743304,1.92805270458312e-07,6.71113341696809e-07
"ENSG00000061273.18","ENSG00000061273.18",0.772712144040812,3.18191652646217,28.0021059397917,1.9449106472154e-07,6.76735854051026e-07
"ENSG00000165355.7","ENSG00000165355.7",-0.441638849298228,3.12173741861608,36.4077461811676,1.96042906459965e-07,6.8188837029553e-07
"ENSG00000106665.16","ENSG00000106665.16",1.30275919645178,3.18779085402537,27.9839847582055,1.96207189561945e-07,6.82212611298324e-07
